sent1,sent2,score
"['he', 'urged', 'patience', 'from', 'americans', 'eager', 'for', 'the', 'service', 'which', 'is', 'intended', 'to', 'block', 'about', 'nu', '##m', 'percent', 'of', 'tel', '##ema', '##rke', '##ting', 'calls']","['the', 'free', 'service', 'was', 'originally', 'intended', 'to', 'block', 'about', 'nu', '##m', 'percent', 'of', 'tel', '##ema', '##rke', '##ter', 'calls']",3.0
"['jordan', 'green', 'the', 'prelate', '##s', 'private', 'lawyer', 'said', 'he', 'had', 'no', 'comment']","['ob', '##rien', '##s', 'attorney', 'jordan', 'green', 'declined', 'to', 'comment']",3.6
"['mr', 'hadley', 'who', 'has', 'a', 'new', 'partner', 'and', 'child', 'said', 'i', 'am', 'absolutely', 'delighted']","['in', 'a', 'statement', 'issued', 'by', 'his', 'solicitor', '##s', 'mr', 'hadley', 'said', 'i', 'am', 'absolutely', 'delighted', 'with', 'the', 'outcome', 'of', 'proceedings']",3.4
"['the', 'losses', 'occurred', 'overnight', 'in', 'willow', 'canyon', 'one', 'of', 'three', 'areas', 'in', 'the', 'santa', 'catalina', 'mountains', 'threatened', 'by', 'the', 'nu', '##m', '##week', '##old', 'fire', 'that', 'already', 'had', 'blackened', 'nu', '##m', 'acres']","['the', 'losses', 'occurred', 'overnight', 'in', 'willow', 'canyon', 'one', 'of', 'three', 'areas', 'in', 'the', 'santa', 'catalina', 'mountains', 'threatened', 'by', 'the', 'res', '##urgent', 'aspen', 'fire']",3.25
"['we', 'do', 'not', 'want', 'to', 'stand', 'by', 'and', 'let', 'a', 'credit', 'card', 'lynch', '##ing', 'take', 'place', 'declared', 'rep', 'major', 'owens', 'db', '##rook', '##lyn']","['we', 'don', '##t', 'want', 'to', 'stand', 'by', 'and', 'see', 'a', 'credit', 'card', 'lynch', '##ing', 'take', 'place', 'he', 'said']",3.5
"['however', 'commercial', 'use', 'of', 'the', 'nu', '##m', 'kernel', 'is', 'still', 'months', 'off', 'for', 'most', 'customers']","['commercial', 'releases', 'of', 'the', 'nu', '##m', 'kernel', 'by', 'major', 'linux', 'distributors', 'still', 'remain', 'months', 'away']",3.786
"['the', 'broader', 'standard', 'poor', '##s', 'nu', '##m', 'index', 'sp', '##x', 'advanced', 'nu', '##m', 'points', 'or', 'nu', '##m', 'percent', 'to', 'nu', '##m']","['the', 'nas', '##da', '##q', 'composite', 'index', 'ix', '##ic', 'was', 'off', 'nu', '##m', 'points', 'or', 'nu', '##m', 'percent', 'at', 'nu', '##m']",0.8
"['two', 'officials', 'initially', 'said', 'about', 'nu', '##m', 'workers', 'had', 'been', 'arrested', 'at', 'nu', '##m', 'stores', 'in', 'nu', '##m', 'states']","['but', 'the', 'officials', 'later', 'revised', 'the', 'numbers', 'and', 'said', 'about', 'nu', '##m', 'had', 'been', 'arrested', 'at', 'some', 'nu', '##m', 'stores']",2.4
"['this', 'deal', 'makes', 'sense', 'for', 'both', 'companies', 'hall', '##a', 'said', 'in', 'a', 'prepared', 'statement']","['brian', 'hall', '##a', 'ceo', 'of', 'nat', '##se', '##mi', 'claimed', 'the', 'deal', 'made', 'sense', 'for', 'both', 'companies']",3.2
"['fifty', '##se', '##ven', 'senators', 'including', 'nu', '##m', 'republicans', 'have', 'signed', 'the', 'letter']","['of', 'those', 'who', 'signed', 'the', 'letter', 'nu', '##m', 'are', 'senators', 'including', 'nu', '##m', 'republicans']",4.923
"['five', 'more', 'human', 'cases', 'of', 'west', 'nile', 'virus', 'were', 'reported', 'by', 'the', 'mesa', 'county', 'health', 'department', 'on', 'wednesday']","['as', 'of', 'this', 'week', 'nu', '##m', 'human', 'west', 'nile', 'cases', 'in', 'nu', '##m', 'counties', 'had', 'been', 'reported', 'to', 'the', 'health', 'department']",2.6
"['mr', 'manuel', 'and', 'his', 'group', 'entered', 'the', 'united', 'states', 'by', 'walking', 'across', 'the', 'bridge', 'linking', 'mata', '##mo', '##ros', 'and', 'browns', '##ville']","['manuel', 'and', 'his', 'group', 'entered', 'the', 'us', 'the', 'same', 'way', 'thousands', 'of', 'people', 'do', 'every', 'day', 'by', 'walking', 'across', 'the', 'bridge', 'between', 'mata', '##mo', '##ros', 'and', 'browns', '##ville']",4.0
"['under', 'nas', '##d', 'regulations', 'mr', 'young', 'can', 'file', 'a', 'response', 'and', 'request', 'a', 'hearing', 'before', 'an', 'nas', '##d', 'panel']","['the', 'analyst', 'already', 'let', 'go', 'by', 'merrill', 'can', 'request', 'a', 'hearing', 'before', 'a', 'nas', '##d', 'panel']",3.0
"['the', 'president', 'began', 'his', 'speech', 'by', 'acknowledging', 'the', 'terrorist', 'attacks', 'in', 'saudi', 'arabia', 'that', 'killed', 'at', 'least', 'nu', '##m', 'people', 'including', 'seven', 'americans']","['bush', 'however', 'also', 'lashed', 'out', 'at', 'the', 'terrorist', 'bombings', 'in', 'saudi', 'arabia', 'that', 'killed', 'at', 'least', 'nu', '##m', 'people', 'including', 'a', 'number', 'of', 'americans']",3.2
"['im', 'very', 'proud', 'of', 'the', 'citizens', 'of', 'this', 'state', 'gov', 'john', 'bald', '##ac', '##ci', 'said', 'after', 'votes', 'from', 'tuesday', '##s', 'referendum', 'were', 'counted']","['im', 'very', 'proud', 'of', 'the', 'citizens', 'of', 'this', 'state', 'said', 'gov', 'john', 'bald', '##ac', '##ci', 'a', 'casino', 'foe']",3.2
"['among', 'three', 'major', 'candidates', 'schwarz', '##ene', '##gger', 'is', 'win', '##ing', 'the', 'battle', 'for', 'independents', 'and', 'crossover', 'voters']","['schwarz', '##ene', '##gger', 'picks', 'up', 'more', 'independents', 'and', 'crossover', 'voters', 'than', 'bust', '##aman', '##te']",3.4
"['he', 'will', 'replace', 'ron', 'di', '##tte', '##more', 'who', 'announced', 'his', 'resignation', 'april', 'nu', '##m']","['di', '##tte', '##more', 'announced', 'his', 'plans', 'to', 'resign', 'on', 'april', 'nu', '##m']",2.6
"['se', '##len', '##ski', 'had', 'previously', 'spent', 'seven', 'years', 'in', 'prison', 'on', 'a', 'bank', 'robbery', 'conviction']","['se', '##len', '##ski', 'had', 'served', 'about', 'seven', 'years', 'in', 'prison', 'for', 'bank', 'robbery']",4.571
"['maddox', 'nu', '##m', 'cracked', 'two', 'ribs', 'when', 'he', 'fell', 'about', 'nu', '##m', 'days', 'ago', 'at', 'an', 'assisted', 'living', 'home', 'where', 'he', 'was', 'recovering', 'from', 'int', '##estinal', 'surgery', 'virginia', 'car', '##nes', 'said']","['maddox', 'who', 'had', 'battled', 'cancer', 'since', 'nu', '##m', 'cracked', 'two', 'ribs', 'earlier', 'this', 'month', 'when', 'he', 'fell', 'at', 'an', 'assisted', 'living', 'home', 'where', 'he', 'was', 'recovering', 'from', 'surgery']",3.4
"['graham', 'a', 'presidential', 'candidate', 'was', 'criticized', 'by', 'several', 'republicans', 'as', 'pol', '##itic', '##izing', 'the', 'report']","['graham', 'who', 'co', '##chai', '##red', 'the', 'inquiry', 'is', 'a', 'presidential', 'candidate']",2.25
"['in', 'nu', '##m', 'links', '##ys', 'overtook', 'cisco', 'systems', 'as', 'the', 'leading', 'wireless', 'equipment', 'vendor', 'accounting', 'for', 'nu', '##m', 'percent', 'of', 'revenue']","['rolf', '##e', 'said', 'links', '##ys', 'overtook', 'cisco', 'systems', 'last', 'year', 'as', 'the', 'leading', 'supplier', 'of', 'w', '##lan', 'equipment']",3.5
"['schools', 'that', 'fail', 'to', 'meet', 'state', 'goals', 'for', 'three', 'years', 'in', 'a', 'row', 'must', 'offer', 'tutor', '##ing', 'in', 'addition', 'to', 'transfers']","['schools', 'that', 'don', '##t', 'meet', 'the', 'testing', 'goals', 'for', 'two', 'years', 'in', 'a', 'row', 'must', 'offer', 'transfers']",2.75
"['tam', '##per', '##ing', 'with', 'medicine', 'has', 'been', 'so', 'lucrative', 'that', 'many', 'of', 'those', 'arrested', 'lived', 'in', 'million', '##do', '##llar', 'homes']","['tam', '##per', '##ing', 'with', 'medicine', 'apparently', 'was', 'so', 'lucrative', 'investigators', 'said', 'that', 'many', 'of', 'the', 'suspects', 'lived', 'in', 'million', '##do', '##llar', 'homes']",4.75
"['mr', 'howard', 'said', 'he', 'also', 'had', 'faith', 'in', 'the', 'system', 'under', 'which', 'hicks', 'could', 'be', 'tried']","['mr', 'howard', 'also', 'said', 'yesterday', 'that', 'hicks', 'would', 'be', 'fairly', 'treated', 'saying', 'he', 'had', 'faith', 'in', 'the', 'us', 'justice', 'system']",4.5
"['smug', '##glers', 'in', 'a', 'van', 'chased', 'down', 'a', 'pickup', 'and', 'suv', 'carrying', 'other', 'smug', '##glers', 'and', 'illegal', 'immigrants', 'said', 'pin', '##al', 'county', 'sheriff', 'roger', 'van', '##der', '##pool']","['people', 'in', 'a', 'van', 'opened', 'fire', 'on', 'a', 'pickup', 'and', 'suv', 'believed', 'to', 'be', 'transporting', 'illegal', 'immigrants', 'said', 'pin', '##al', 'county', 'sheriff', 'roger', 'van', '##der', '##pool']",3.167
"['the', 'trial', 'featuring', 'nu', '##m', 'witnesses', 'could', 'continue', 'until', 'the', 'start', 'of', 'nu', '##m']","['the', 'trial', 'which', 'could', 'last', 'until', 'early', 'nu', '##m', 'is', 'expected', 'to', 'hear', 'the', 'first', 'of', 'nu', '##m', 'witnesses', 'friday']",4.5
"['the', 'computers', 'were', 'reportedly', 'located', 'in', 'the', 'us', 'canada', 'and', 'south', 'korea']","['the', 'pcs', 'are', 'scattered', 'across', 'the', 'united', 'states', 'canada', 'and', 'south', 'korea']",4.75
"['the', 'vulnerability', 'affects', 'windows', 'nt', 'nu', '##m', 'nt', 'nu', '##m', 'terminal', 'services', 'edition', 'xp', 'and', 'nu', '##m', 'as', 'well', 'as', 'windows', 'server', 'nu', '##m']","['microsoft', 'issued', 'a', 'patch', 'for', 'the', 'vulnerability', 'which', 'affects', 'windows', 'nt', 'nu', '##m', 'windows', 'nt', 'nu', '##m', 'terminal', 'services', 'edition', 'windows', 'nu', '##m', 'windows', 'xp', 'and', 'windows', 'server', 'nu', '##m']",2.75
"['the', 'additional', 'contribution', 'brings', 'total', 'us', 'food', 'aid', 'to', 'north', 'korea', 'this', 'year', 'to', 'nu', '##m', 'tonnes']","['the', 'donation', 'of', 'nu', '##m', 'tons', 'brings', 'the', 'total', 'of', 'us', 'contributions', 'for', 'the', 'year', 'to', 'nu', '##m']",3.2
"['the', 'european', 'union', 'banned', 'the', 'import', 'of', 'genetically', 'modified', 'food', 'in', 'nu', '##m', 'the', 'united', 'states', 'is', 'now', 'demanding', 'that', 'the', 'eu', 'end', 'its', 'ban']","['the', 'union', 'banned', 'the', 'import', 'of', 'genetically', 'modified', 'food', 'in', 'nu', '##m', 'after', 'many', 'consumers', 'feared', 'health', 'risks']",2.6
"['he', 'projected', 'van', '##der', '##pool', 'will', 'be', 'available', 'within', 'the', 'next', 'five', 'years']","['products', 'featuring', 'van', '##der', '##pool', 'will', 'be', 'released', 'within', 'five', 'years', 'he', 'said']",4.4
"['ann', '##ika', 'sore', '##nst', '##am', 'gets', 'her', 'first', 'opportunity', 'to', 'test', 'that', 'objective', 'this', 'week', 'at', 'the', 'mcdonald', '##s', 'lp', '##ga', 'championship']","['the', 'app', '##eti', '##zer', 'dev', '##oured', 'ann', '##ika', 'sore', '##nst', '##am', 'moves', 'on', 'to', 'the', 'en', '##tree', 'this', 'week', 'at', 'the', 'mcdonald', '##s', 'lp', '##ga', 'championship']",3.0
"['the', 'broader', 'standard', 'poor', '##s', 'nu', '##m', 'index', 'sp', '##x', 'gained', 'nu', '##m', 'points', 'or', 'nu', '##m', 'percent', 'at', 'nu', '##m']","['the', 'technology', '##lace', '##d', 'nas', '##da', '##q', 'composite', 'index', 'ix', '##ic', 'rose', 'nu', '##m', 'points', 'or', 'nu', '##m', 'percent', 'to', 'nu', '##m']",0.944
"['cisco', 'has', 'signed', 'similar', 'deals', 'with', 'at', '##t', 'corp', 'tn', 'sb', '##c', 'communications', 'inc', 'sb', '##c', '##n', 'and', 'sprint', 'corp', 'f', '##on', '##n']","['cisco', 'has', 'similar', 'relationships', 'with', 'bells', '##outh', 'competitors', 'sb', '##c', 'communications', 'at', '##t', 'and', 'sprint', 'communications']",4.0
"['harris', 'and', 'k', '##le', '##bold', 'killed', 'nu', '##m', 'students', 'and', 'a', 'teacher', 'before', 'taking', 'their', 'own', 'lives', 'on', 'april', 'nu', '##m', 'nu', '##m']","['harris', 'and', 'k', '##le', '##bold', 'killed', 'nu', '##m', 'students', 'a', 'teacher', 'and', 'themselves', 'at', 'the', 'school']",3.8
"['we', 'condemn', 'the', 'governing', 'council', 'headed', 'by', 'the', 'united', 'states', 'mu', '##q', '##tad', '##a', 'al', 'sad', '##r', 'said', 'in', 'a', 'sermon', 'at', 'a', 'mosque']","['we', 'condemn', 'and', 'den', '##oun', '##ce', 'the', 'governing', 'council', 'which', 'is', 'headed', 'by', 'the', 'united', 'states', 'mo', '##q', '##tad', '##a', 'als', '##ad', '##r', 'said']",4.2
"['in', 'a', 'statement', 'distributed', 'friday', 'nu', '##m', 'che', '##chen', 'non', '##go', '##vern', '##mental', 'organizations', 'said', 'they', 'would', 'boycott', 'the', 'vote']","['in', 'a', 'statement', 'distributed', 'today', 'nu', '##m', 'che', '##chen', 'non', '##go', '##vern', '##mental', 'organisations', 'said', 'they', 'would', 'boycott', 'the', 'vote', 'and', 'warned', 'voters', 'to', 'expect', 'fraud']",4.2
"['the', 'states', 'population', 'was', 'nu', '##m', 'in', 'nu', '##m', 'according', 'to', 'the', 'us', 'census']","['between', 'nu', '##m', 'and', 'nu', '##m', 'however', 'the', 'states', 'population', 'grew', 'by', 'nu', '##m', 'percent', 'to', 'nu', '##m']",2.6
"['july', 'nu', '##m', 'hu', '##rl', '##bert', 'files', 'a', 'single', 'count', 'of', 'felony', 'sexual', 'assault', 'against', 'bryant']","['bryant', 'nu', '##m', 'has', 'been', 'charged', 'with', 'felony', 'sexual', 'assault']",3.056
"['st', 'paul', 'chairman', 'and', 'chief', 'executive', 'jay', 's', 'fish', '##man', 'nu', '##m', 'will', 'be', 'ceo', 'of', 'the', 'combined', 'company']","['jay', 'fish', '##man', 'nu', '##m', 'chairman', 'and', 'chief', 'executive', 'of', 'st', 'paul', 'will', 'be', 'chief', 'executive', 'of', 'the', 'combined', 'company']",4.75
"['instead', 'wei', '##da', 'decided', 'that', 'me', '##ester', '##s', 'case', 'on', 'charges', 'of', 'rape', 'so', '##dom', '##y', 'ind', '##ece', '##nt', 'assault', 'and', 'providing', 'alcohol', 'to', 'minors', 'should', 'proceed', 'to', 'a', 'court', '##mart', '##ial']","['douglas', 'me', '##ester', 'nu', '##m', 'is', 'charged', 'with', 'rape', 'so', '##dom', '##y', 'ind', '##ece', '##nt', 'assault', 'and', 'providing', 'alcohol', 'to', 'minors']",3.25
"['they', 'made', 'a', 'similar', 'discovery', 'in', 'houston', 'on', 'another', 'aircraft', 'dallas', '##base', '##d', 'southwest', 'said', 'in', 'a', 'statement']","['the', 'airline', 'said', 'a', 'similar', 'discovery', 'was', 'made', 'on', 'the', 'plane', 'in', 'houston']",3.4
"['rosenthal', 'declined', 'comment', 'on', 'the', 'garrett', 'situation', 'tuesday', 'but', 'said', 'in', 'a', 'statement', 'we', 'had', 'a', 'big', 'contract', 'negotiation']","['the', 'shows', 'creator', 'and', 'executive', 'producer', 'phil', 'rosenthal', 'qui', '##pped', 'in', 'a', 'statement', 'we', 'had', 'a', 'big', 'contract', 'negotiation']",3.75
"['with', 'the', 'power', 'back', 'on', 'state', 'workers', 'headed', 'back', 'to', 'their', 'jobs', 'friday', 'morning']","['pat', '##aki', 'said', 'if', 'power', 'was', 'restored', 'state', 'workers', 'would', 'be', 'back', 'on', 'the', 'job', 'friday', 'morning']",2.6
"['the', 'nas', '##da', '##q', 'fell', 'about', 'nu', '##m', 'for', 'the', 'month', 'snapping', 'a', 'seven', '##mont', '##h', 'winning', 'streak']","['the', 'nas', '##da', '##q', 'is', 'down', 'roughly', 'nu', '##m', 'percent', 'for', 'the', 'month', 'on', 'track', 'to', 'snap', 'a', 'nu', '##mmon', '##th', 'streak', 'of', 'gains']",2.4
"['the', 'report', 'was', 'found', 'oct', 'nu', '##m', 'tucked', 'inside', 'an', 'old', 'three', '##ring', 'bind', '##er', 'not', 'related', 'to', 'the', 'investigation']","['the', 'report', 'was', 'found', 'last', 'week', 'tucked', 'inside', 'a', 'training', 'manual', 'that', 'belonged', 'to', 'hicks']",3.2
"['on', 'saturday', 'the', 'international', 'committee', 'of', 'the', 'red', 'cross', 'said', 'it', 'was', 'temporarily', 'closing', 'its', 'offices', 'in', 'baghdad', 'and', 'bas', '##ra']","['the', 'international', 'committee', 'of', 'the', 'red', 'cross', 'fearful', 'for', 'the', 'safety', 'of', 'its', 'staff', 'operating', 'in', 'iraq', 'announced', 'it', 'was', 'temporarily', 'shutting', 'its', 'offices', 'in', 'baghdad', 'and', 'bas', '##ra']",3.4
"['the', 'ireland', 'palestine', 'solidarity', 'campaign', 'of', 'which', 'mr', 'o', 'muir', '##ea', '##gai', '##n', 'was', 'a', 'member', 'welcomed', 'his', 'release']","['the', 'ireland', 'palestine', 'solidarity', 'campaign', 'of', 'which', 'he', 'was', 'a', 'member', 'said', 'he', 'was', 'researching', 'a', 'schools', 'exchange', 'project']",2.4
"['glover', 'said', 'the', 'killer', 'used', 'a', 'peculiar', 'slip', '##k', '##not', 'on', 'the', 'liga', '##ture', 'he', 'used', 'to', 'st', '##rangle', 'some', 'of', 'the', 'victims']","['glover', 'said', 'the', 'killer', 'used', 'a', 'peculiar', 'slip', '##k', '##not', 'including', 'a', 'coa', '##xia', '##l', 'cable', 'and', 'an', 'extension', 'cord', 'to', 'st', '##rangle', 'some', 'of', 'the', 'victims']",3.4
"['she', 'said', 'jane', 'does', 'lawyers', 'asked', 've', '##riz', '##on', 'to', 'with', '##hold', 'her', 'name', 'because', 'she', 'was', 'planning', 'on', 'challenging', 'the', 'sub', '##po', '##ena']","['jane', 'doe', 'deciding', 'to', 'fight', 'the', 'sub', '##po', '##ena', 'asked', 've', '##riz', '##on', 'to', 'with', '##hold', 'her', 'name']",3.6
"['in', 'september', 'a', 'nu', '##my', '##ear', '##old', 'singapore', 'researcher', 'contracted', 'sar', '##s', 'while', 'working', 'in', 'a', 'laboratory']","['in', 'a', 'case', 'in', 'august', 'a', 'nu', '##my', '##ear', '##old', 'laboratory', 'worker', 'in', 'singapore', 'developed', 'sar', '##s']",3.4
"['a', 'number', 'below', 'nu', '##m', 'suggests', 'contraction', 'in', 'the', 'manufacturing', 'sector', 'while', 'a', 'number', 'above', 'that', 'indicates', 'expansion']","['a', 'reading', 'above', 'nu', '##m', 'suggests', 'growth', 'in', 'the', 'sector', 'while', 'a', 'number', 'below', 'that', 'level', 'indicates', 'contraction']",4.818
"['a', 'lawsuit', 'has', 'been', 'filed', 'in', 'an', 'attempt', 'to', 'block', 'the', 'removal', 'of', 'the', 'ten', 'command', '##ments', 'monument', 'from', 'the', 'building']","['supporters', 'asked', 'a', 'federal', 'court', 'monday', 'to', 'block', 'the', 'removal', 'of', 'a', 'ten', 'command', '##ments', 'monument', 'from', 'the', 'alabama', 'judicial', 'building']",3.2
"['brit', '##z', 'earned', 'nu', '##m', 'million', 'in', 'salary', 'bonus', 'and', 'other', 'compensation', 'and', 'kin', '##ney', 'earned', 'nu', '##m', 'million']","['johnston', 'made', 'nu', '##m', 'million', 'in', 'salary', 'and', 'bonus', 'in', 'nu', '##m', 'as', 'president', 'and', 'as', 'a', 'part', '##time', 'adviser', 'earned', 'nu', '##m', 'million', 'in', 'nu', '##m']",1.4
"['that', 'truck', 'was', 'spotted', 'in', 'the', 'campbell', '##s', 'creek', 'area', 'fitting', 'that', 'description', 'morris', 'said']","['a', 'black', 'pickup', 'truck', 'was', 'also', 'seen', 'in', 'the', 'campbell', '##s', 'creek', 'area', 'morris', 'said']",3.0
"['chairman', 'michael', 'powell', 'and', 'fcc', 'colleagues', 'at', 'the', 'wednesday', 'hearing']","['fcc', 'chief', 'michael', 'powell', 'pre', '##side', '##s', 'over', 'hearing', 'monday']",3.2
"['the', 'dow', 'jones', 'industrial', 'average', 'was', 'up', 'nu', '##m', 'per', 'cent', 'at', 'nu', '##m', 'while', 'the', 'nas', '##da', '##q', 'composite', 'index', 'was', 'nu', '##m', 'per', 'cent', 'higher', 'at', 'nu', '##m']","['on', 'wall', 'street', 'the', 'dow', 'jones', 'industrial', 'average', 'rose', 'nu', '##m', 'per', 'cent', 'at', 'nu', '##m', 'and', 'the', 'nas', '##da', '##q', 'composite', 'added', 'nu', '##m', 'per', 'cent', 'at', 'nu', '##m']",1.8
"['tehran', 'has', 'made', 'clear', 'it', 'will', 'only', 'sign', 'the', 'additional', 'protocol', 'introducing', 'such', 'inspections', 'if', 'a', 'ban', 'on', 'the', 'import', 'of', 'civilian', 'western', 'nuclear', 'technology', 'is', 'lifted']","['tehran', 'has', 'made', 'it', 'clear', 'it', 'will', 'only', 'sign', 'the', 'protocol', 'if', 'a', 'ban', 'on', 'imports', 'of', 'peaceful', 'western', 'nuclear', 'technology', 'is', 'lifted']",3.8
"['congress', 'twice', 'before', 'passed', 'similar', 'restrictions', 'only', 'to', 'see', 'president', 'bill', 'clinton', 'veto', 'them']","['congress', 'twice', 'passed', 'similar', 'bills', 'but', 'then', '##pres', '##ide', '##nt', 'clinton', 'veto', '##ed', 'them', 'both', 'times']",4.6
"['but', 'i', 'would', 'rather', 'be', 'talking', 'about', 'high', 'standards', 'than', 'low', 'standards']","['i', 'would', 'rather', 'be', 'talking', 'about', 'positive', 'numbers', 'rather', 'than', 'negative']",2.8
"['under', 'the', 'program', 'us', 'officials', 'work', 'with', 'foreign', 'port', 'authorities', 'to', 'identify', 'target', 'and', 'search', 'high', '##ris', '##k', 'cargo']","['under', 'the', 'program', 'us', 'officials', 'work', 'with', 'foreign', 'port', 'authorities', 'to', 'seek', 'out', 'high', '##ris', '##k', 'cargo', 'before', 'it', 'can', 'reach', 'the', 'united', 'states']",4.25
"['ni', '##els', 'told', 'an', 'interview', '##er', 'in', 'nu', '##m', 'he', 'thought', 'the', 'old', 'man', 'would', 'out', '##li', '##ve', 'him', 'by', 'many', 'years']","['in', 'nu', '##m', 'two', 'years', 'before', 'his', 'death', 'mr', 'nielsen', 'told', 'an', 'interview', '##er', 'that', 'he', 'thought', 'the', 'rock', 'face', 'would', 'out', '##li', '##ve', 'him', 'by', 'many', 'years']",3.0
"['one', 'capt', 'doug', 'mcdonald', 'remained', 'hospitalized', 'in', 'critical', 'condition', 'on', 'thursday']","['her', 'nu', '##my', '##ear', '##old', 'sister', 'ally', '##son', 'was', 'severely', 'burned', 'and', 'remained', 'hospitalized', 'in', 'critical', 'condition']",0.75
"['on', 'wednesday', 'the', 'total', 'of', 'national', 'guard', 'and', 'reserve', 'members', 'called', 'to', 'active', 'duty', 'worldwide', 'stood', 'at', 'nu', '##m']","['as', 'of', 'yesterday', 'the', 'total', 'number', 'of', 'national', 'guard', 'and', 'reserve', 'troops', 'called', 'to', 'duty', 'worldwide', 'stood', 'at', 'nu', '##m']",4.0
"['during', 'a', 'period', 'of', 'nearly', 'a', 'decade', 'tel', '##ema', '##rke', '##ting', 'associates', 'raised', 'more', 'than', 'nu', '##m', 'million']","['tel', '##ema', '##rke', '##ting', 'associates', 'hired', 'by', 'viet', '##now', 'raised', 'nu', '##m', 'million', 'from', 'nu', '##m', 'to', 'nu', '##m']",3.6
"['the', 'bodies', 'of', 'former', 'in', '##ver', '##car', '##gill', 'man', 'warren', 'campbell', 'nu', '##m', 'and', 'climbing', 'companion', 'jonathan', 'smith', 'nu', '##m', 'were', 'recovered', 'from', 'below', 'mt', 'dar', '##chia', '##c', 'late', 'yesterday', 'morning']","['warren', 'david', 'campbell', 'nu', '##m', 'and', 'climbing', 'companion', 'jonathan', 'smith', 'nu', '##m', 'did', 'not', 'return', 'as', 'expected', 'on', 'tuesday', 'from', 'climbing', 'on', 'mt', 'dar', '##chia', '##c', 'in', 'the', 'mckenzie', 'district']",2.2
"['mr', 'geo', '##ghan', 'had', 'been', 'living', 'in', 'a', 'protective', 'custody', 'unit', 'since', 'being', 'transferred', 'to', 'the', 'prison', 'on', 'april', 'nu', '##m']","['he', 'had', 'been', 'in', 'protective', 'custody', 'since', 'being', 'transferred', 'to', 'souza', '##bara', '##now', '##ski', 'in', 'april', 'officials', 'said']",2.8
"['the', 'nu', '##m', 'democratic', 'platform', 'supported', 'the', 'full', 'inclusion', 'of', 'gay', 'and', 'lesbian', 'families', 'in', 'the', 'life', 'of', 'the', 'nation']","['the', 'democrats', 'nu', '##m', 'platform', 'didn', '##t', 'explicitly', 'support', 'gay', 'marriages', 'but', 'backed', 'the', 'full', 'inclusion', 'of', 'gay', 'and', 'lesbian', 'families', 'into', 'the', 'life', 'of', 'the', 'nation']",3.2
"['its', 'shares', 'fell', 'nu', '##m', 'cents', 'or', 'nu', '##m', 'percent', 'in', 'after', '##ho', '##urs', 'trading', 'to', 'nu', '##m']","['the', 'stock', 'had', 'risen', 'nu', '##m', 'cents', 'or', 'nu', '##m', 'percent', 'to', 'close', 'at', 'nu', '##m', 'in', 'regulars', '##ess', '##ion', 'nas', '##da', '##q', 'trading']",1.25
"['hundreds', 'of', 'reporters', 'and', 'photographers', 'swamp', '##ed', 'the', 'courthouse', 'grounds', 'before', 'the', 'hearing', 'which', 'was', 'carried', 'live', 'on', 'national', 'cable', 'networks']","['hundreds', 'of', 'reporters', 'and', 'photographers', 'swamp', '##ed', 'the', 'town', 'and', 'the', 'short', 'hearing', 'involving', 'the', 'five', '##time', 'all', '##star', 'was', 'carried', 'live', 'on', 'national', 'cable', 'networks']",3.0
"['am', '##ds', 'chip', 'sales', 'jumped', 'nu', '##m', 'percent', 'year', '##ony', '##ear', 'to', 'nu', '##m', 'million']","['second', '##qua', '##rter', 'sales', 'grew', 'nu', '##m', 'percent', 'to', 'nu', '##m', 'million', 'from', 'nu', '##m', 'million', 'in', 'nu', '##m']",2.2
"['she', '##lia', 'chan', '##ey', 'wilson', 'seemed', 'agitated', 'when', 'she', 'came', 'to', 'help', 'prepare', 'for', 'turner', 'monumental', 'am', '##e', 'church', '##s', 'upcoming', 'nu', '##mt', '##h', 'anniversary', 'celebration', 'worship', '##pers', 'said']","['cong', '##re', '##gan', '##ts', 'of', 'turner', 'monumental', 'am', '##e', 'church', 'said', 'she', '##lia', 'chan', '##ey', 'wilson', 'nu', '##m', 'was', 'agitated', 'when', 'she', 'came', 'to', 'the', 'church', 'in', 'the', 'kirk', '##wood', 'neighborhood', 'on', 'the', 'city', '##s', 'east', 'side']",3.6
"['he', 'was', 'the', 'ace', 'of', 'diamonds', 'in', 'a', 'pack', 'of', 'cards', 'depicting', 'iraqi', 'fugitive', '##s', 'that', 'has', 'been', 'issued', 'to', 'us', 'troops']","['he', 'was', 'the', 'ace', 'of', 'diamonds', 'in', 'a', 'us', 'deck', 'of', 'cards', 'showing', 'pictures', 'of', 'most', '##wan', '##ted', 'iraqi', 'leaders']",4.0
"['mi', '##od', '##rag', 'z', '##iv', '##kovic', 'of', 'the', 'liberal', 'alliance', 'of', 'montenegro', 'won', 'nu', '##m', 'percent', 'of', 'the', 'vote', 'while', 'the', 'independent', 'drag', '##an', 'ha', '##j', '##duk', '##ovic', 'got', 'nu', '##m', 'percent']","['a', 'pro', '##ind', '##ep', '##end', '##ence', 'radical', 'mi', '##od', '##rag', 'z', '##iv', '##kovic', 'of', 'the', 'liberal', 'alliance', 'came', 'in', 'second', 'with', 'nu', '##m', 'percent', 'of', 'the', 'vote']",3.0
