sent1,sent2,score
in num the group says the market will rebound num percent to num billion in sales,in num asia pacific will report growth of num percent to num billion,2.0
captain robert ramsey of the us numst armoured division said a truck had exploded outside the building about numam and that one of the compounds outer walls had collapsed,captain robert ramsey of us numst armored division said a truck had exploded outside the building at around num am,3.2
this northern autumn us trainers will work with soldiers from four north african countries on patrolling and gathering intelligence,later this year the command will send trainers with soldiers from four north african nations on patrolling and intelligence gathering missions,3.8
the figures are becoming catastrophic said dr patrick pelloux the president of the association of emergency room physicians,this is unacceptable said patrick pelloux the president of frances association of emergency doctors,2.5
whatever has happened to you by way of punishment is certainly more than enough covello told the numyearold whose family friends and supporters filled half the courtroom,what has happened to you sir by way of punishment is certainly more than enough covello said,3.0
the mother also alleged in the lawsuit that she was sexually assaulted by one of the guards,the mother also contended that she was sexually assaulted by one of the guards during the num confrontation,4.0
yes from today flash memory purchased from amd or fujitsu will be branded spansion,spansion flash memory solutions are available worldwide from amd and fujitsu,2.625
the worlds two largest automakers said their us sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected,domestic sales at both gm and no num ford motor co declined more than predicted as a late summer sales frenzy prompted a largerthanexpected industry backlash,3.2
a tropical storm rapidly developed in the gulf of mexico sunday and was expected to hit somewhere along the texas or louisiana coasts by monday night,a tropical storm rapidly developed in the gulf of mexico on sunday and could have hurricaneforce winds when it hits land somewhere along the louisiana coast monday night,4.0
the pressure may well rise on thursday with national coverage of the final round planned by espn the cable sports network,the pressure will intensify today with national coverage of the final round planned by espn and words that are even more difficult,3.2
pataki praised abrahams decision and lipa chairman richard kessel said the cable should be kept in operation permanently,lipa chairman richard kessel said that meant the cable could be used as we see fit,2.4
dynes came to uc san diego in num after num years as a physicist with att bell labs,dynes has been at uc san diego since num after spending num years with att bell labs where he worked on superconductors and other materials,3.6
meningitis is an infection of the spinal cord fluid and the tissue around the brain,meningitis is an infection of the fluid in a persons spinal cord and around the brain,4.6
mayor joe t parker said late thursday that the three workers were two men and a woman who were inside the building when the first blast occurred,the missing workers two men and a woman were inside the building when the first blast occurred mayor joe t parker said,4.4
londonbased ncri official ali safavi told reuters we condemn this raid which is in our view illegal and morally and politically unjustifiable,we condemn this raid which is in our view illegal and morally and politically unjustifiable londonbased ncri official ali safavi told reuters by telephone,4.6
it exploded in his hands but the former italian prime minister was unhurt,the letter bomb sent to prodi exploded in his hands but he was unhurt,3.6
halabis military attorney air force maj james key denied the charges which could carry a death penalty,the attorney representing alhalabi air force maj james key iii denied the charges according to the associated press,3.2
waksal in a letter to the court said i tore my family apart,in seeking leniency waksal apologized to the court his employees and his family,2.0
since early may the city has received num reports of dead blue jays and crows jayroe said,since early may the city has received num reports he said,2.8
but forest the freedom organisation for the right to enjoy smoking tobacco said mention the word prohibition and everyone knows what happened there,forest the freedom organisation for the right to enjoy smoking tobacco said it had greeted the lancets call with amusement and disbelief,1.6
once converted baystar will own an aggregate of approximately num million shares of sco common stock or num percent of the companys outstanding shares,the investment gives larkspur califbased baystar more than num million shares of sco common stock or num percent of the companys outstanding shares,4.0
opec producers at a meeting on wednesday are set to pressure independent oil exporters to contribute to the cartels next supply cut to allow for the return of iraqi oil,opec this week is set to pressure independent exporters to back the cartels next supply cut to prevent the resumption of iraqi exports undercutting oil prices,2.8
the federal trade commission ftc asked congress today for additional authority to fight unwanted internet spam which now accounts for up to half of all email traffic,the federal trade commission asked congress yesterday for broader powers to attack the rapidly growing problem of spam which new studies show accounts for half of all email traffic,5.0
a federal grand jury indicted them on tuesday the document was sealed until yesterday to allow authorities to make arrests,federal officials said the document remained sealed until thursday morning to allow authorities to make arrests in five western states,3.4
people who have opposed these actions throughout are now trying to find fresh reasons to say this wasnt the right thing to do,what is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do,4.0
richard miller remained hospitalized after undergoing a liver transplant but his wife has recovered,richard miller num survived a lifesaving liver transplant but remains hospitalized,3.2
sequent representatives could not immediately be reached for comment on the sco announcement,a spokesman for sco could not be reached for comment this afternoon,3.8
the proportion of people covered by employers dropped from num percent in num to num percent last year,the proportion of americans with insurance from employers declined to num percent from num percent in num and num percent in num,3.2
world no num lleyton hewitt has accused the association of tennis professionals of malice including an alleged attempt last year to dupe him into refusing a drug test,world nonum lleyton hewitt has accused his professional peers of longstanding malice including an attempt last year to dupe him into refusing a drug test,4.0
msn messenger num will be available for download starting at num pm gmt on wednesday from httpmessengermsncomdownloadvnumpreviewasp,the msn messenger num software will be available from num am pst on wednesday according to microsoft,3.25
in connection with the incident i have acknowledged that i behaved inappropriately,i have acknowledged that i behaved inappropriately he said,4.25
a spokesman said since november we have cooperated fully with the police,it added it had cooperated fully with police since november,4.25
women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type num diabetes in their children melbourne researchers believe,australian researchers believe they have found a trigger of type num diabetes in children  their mothers eating potatoes and other tuberous vegetables during pregnancy,4.25
the broad standard  poors num index spx inched up num points or num percent to num,the technologylaced nasdaq composite index ixic lost num points or num percent to num,0.75
people who once thought their blood pressure was fine actually may be well on their way to hypertension under new us guidelines published on wednesday,people who once thought their blood pressure was fine actually need to start exercising and eating better according to new us guidelines published on wednesday,3.0
amazon also reported that the new york attorney generals office had settled civil fraud charges with one of the spoofers it identified,amazon and the new york attorney generals office have already settled with one of the alleged email forgers,3.75
the leading actress nod went to energetic newcomer marissa jaret winokur as ednas daughter tracy,marissa jaret winokur as tracy won for best actress in a musical,4.0
it appears from our initial report that this was a textbook landing considering the circumstances burke said,said mr burke it was a textbook landing considering the circumstances,4.0
allegiant shares rose num or num percent to num in thursday morning trading on the nasdaq stock market,allegiants stock closed wednesday at num up num cents in trading on the nasdaq market,2.0
by state law num calls are not public information and were not released,by law num calls are not public information in rhode island,3.4
the adrs fell num cents to num at num am in new york stock exchange composite trading today,shares of fox entertainment group inc news corps us media and entertainment arm fell num cents to num in new york stock exchange composite trading,1.4
bremer said one initiative is to launch a num million nationwide program in the next two weeks to clean up neighborhoods and build community projects,bremer said he would launch a nummillion program in the next two weeks to clean up neighborhoods across iraq and build community projects but gave no details,3.4
the nasdaq composite index added num points or num percent to num,the nasdaq had a weekly gain of num or num percent closing at num after gaining num yesterday,2.4
the british foreign office said monday that coalition authorities in iraq were pleased that the men were freed,the british foreign office said it had mediated the two mens release,2.6
walmart estimates more than num million americans visit their stores every week,each week num million shoppers visit walmarts num stores,2.8
added mr prodi maybe but the old age helps us to understand our strengths and our weakness,maybe but the old age helps us to understand our strength and our weakness and the reality of the world,3.2
i am proud that i stood against richard nixon not with him kerry said,i marched in the streets against richard nixon and the vietnam war she said,2.4
shares of corixa were gaining num cents or num to num on the nasdaq,in latemorning trading on the nasdaq stock market corixa was up num cents or num at num,3.25
spokesmen for the fbi cia canadian security intelligence service and royal canadian mounted police declined to comment on el shukrijumahs stay in canada,the fbi cia canadian security intelligence service and royal canadian mounted police declined to comment on the washington times report,2.75
this has been a persistent problem that has not been solved investigation board member steven wallace said,this was a persistent problem which has not been solved mechanically and physically said board member steven wallace,4.0
americans dont cut and run we have to see this misadventure through she said,she also pledged to bring peace to iraq americans dont cut and run we have to see this misadventure through,3.6
there is no doubt about the chemical programme biological programme indeed nuclear programme indeed all that was documented by the un he said,he added there is no doubt about the chemical programme the biological programme and indeed the nuclear weapons programme,3.8
ridge said no real explosives or harmful devices will be used in the exercise,ridge said that no actual explosives or other harmful substances will be used,4.6
this is america my friends and it should not happen here he said to loud applause,this is america my friends and it should not happen here,3.25
on may num he crawled through a narrow winding canyon rappelled down a numfoot cliff and walked some six miles down the canyon,he crawled through a narrow winding canyon rappelled down a numfoot cliff and walked some six miles down the canyon near canyonlands national park in southeastern utah,3.75
amnesty international has said that over the past num years it has collected information about num disappearances in iraq but the actual figure may be much higher,amnesty international said that over the past num years it had collected information about num disappearances in iraq,4.0
texas instruments climbed num to num yesterday and novellus systems inc advanced num to num,texas instruments climbed usnum to usnum and novellus systems advanced usnum to usnum each having been raised to overweight by lehman,3.75
she asked to be excused from last weeks cabinet session to prepare for a meeting with the presidents of rwanda and uganda,she took the highly unusual step of skipping cabinet to attend a meeting with the presidents of rwanda and uganda,3.455
in a mixture of ancient pagan and modern christian rites the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor,in a mixture of ancient melanesian pagan and modern christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that longago meal,4.0
the dow jones industrial average dji edged up num points or num percent to num,the dow jones industrial average dji was off num points or num percent at num,2.5
monkeypox is usually found only in central and western africa,prairie dogs usually found in southwestern and western states arent indigenous to wisconsin,0.25
the film is the second of a trilogy which will wrap up in november with the matrix revolutions,reloaded is the second installment of a trilogy the matrix revolutions is slated for debut in november,3.833
in addition the justice department said that the fbi has conducted fewer than num investigations involving visits to mosques,in addition fewer than num fbi offices have conducted investigations involving visits to islamic mosques the justice department said,3.75
the launch coincides with the javaone developers conference in san francisco this week,the news also comes in conjunction with suns annual javaone developers conference in san francisco,3.25
a royal duty is based on his experiences with diana princess of wales and letters allegedly to and from her,the royal household was bracing itself for any more revelations in a royal duty based on the former servants time with diana princess of wales,2.75
the army said the raid which comes just days after israeli troops shot and killed abdullah kawasme the hamas leader in the city targeted militants in hamas,the arrests came just days after israeli troops shot and killed abdullah kawasme the militant groups leader in hebron,3.0
sars went on to claim the lives of num people in the toronto area including two nurses and a doctor,the virus killed num people in the toronto area including one doctor and two nurses,3.2
apple computers new online music service sold more than num million songs during its first week of operation the company said monday,apple computer inc said monday it exceeded record industry expectations by selling more than num million songs since the launch of its online music store a week ago,4.6
he had been arrested twice before for trespassing and barred from the complex  home to his mother and two children,he had been arrested twice before for trespassing and was barred from the complex,3.6
oracle corps chairman and ceo larry ellison didnt rule out sweetening the companys unsolicited offer to acquire rival peoplesoft inc,oracle chairman larry ellison has hinted that the company could yet again increase its offer for rival peoplesoft,4.4
the portuguese weather service said europes heatwave was caused by a mass of hot dry air moving from the southeast,the heatwave was due to a mass of hot dry air from the southeast said mario almeida of portugals weather service,4.056
spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant they announced at a press conference yesterday,spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant wyden and dorgan said monday in a letter to the pentagon,3.5
still the somewhat ambiguous ruling might be a setback for static control depending on how it developed its competing product merrill lynch analyst steven milunovich said,but merrill lynch analyst steven milunovich said the somewhat ambiguous ruling by regulators might be a setback for static control depending on how it developed its competing product,5.0
the monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen,the arm was kept in a separate room but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen,4.0
that triggered a numhour police standoff that inconvenienced thousands of commuters as traffic backed up in downtown washington and northern virginia,his protest led to a numhour standoff with police that caused huge traffic jams in downtown washington and northern virginia,4.0
the standard  poors num index advanced num or num per cent to num,the broader standard  poors num index spx rose num points or num percent to num,4.75
agriculture ministers from more than one hundred nations are expected to attend the threeday ministerial conference and expo on agricultural science and technology sponsored by the us department of agriculture,us agriculture secretary ann veneman kicks off the threeday ministerial conference and expo on agricultural science and technology on monday,3.75
complicating the situation is the presence of battlehardened liberians who have been fighting on both sides,fighting has continued sporadically in the west where it is complicated by the presence of battlehardened liberians on both sides,4.0
this year the audubon society once again hosts its annual christmas bird count,its the national audubon societys annual christmas bird count now in its numth season,3.5
before it was removed the site listed in broken english the rules for hackers who might participate,organizers established a web site httpdefacerschallengecom listing in broken english the rules for hackers who might participate,3.0
doctors have speculated that the bodys own estrogen protects against cell damage and improves blood flow,their belief was based on speculation that estrogen prevents cell damage and improves blood flow,4.2
they also found shortness was associated with a family history of hearing loss,shortness was found twice as often in those with hearing loss,3.4
cisco executives said they were encouraged by num billion in cash flow and the increase in net income but hoped for a rebound,cisco executives were encouraged by num billion in cash flow and the increase in net income but said they remained cautiously optimistic about a rebound,4.6
in an email statement to the knoxville news sentinel shumaker said i am not giving any consideration to resignation,i am not giving any consideration to resignation shumaker said in a statement,4.0
a poll showed that the fbi bugging of the mayor had given a boost to his reelection effort against gop opponent sam katz,a poll released this week showed that the fbi bugging of the mayor has given a boost to his reelection effort,4.0
the injured passenger at john peter smith hospital died later friday morning jones said,the injured passenger at john peter smith died later in the morning his name has not been released jones said,3.643
doctors had planned to deliver him two weeks early on or around november num,a caesarean had originally been planned in mid november two weeks early,3.6
sobigf spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as thank you re details or re that movie,the virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like thank you and re details,4.0
the technologylaced nasdaq composite index ixic rose num points or num percent to num based on the latest data,the broader standard  poors num index spx gained num points or num percent to num,1.0
founders of the group are matsushita electric sony hitachi nec royal philips electronics samsung sharp and toshiba,celfs founding members are hitachi matsushita nec philips samsung sharp sony and toshiba,3.4
is it in the food supply says david ropeik director of risk communication at the harvard center for risk analysis,its not zero said david ropeik director of risk communication at the harvard center for risk analysis,1.75
during a screaming match in num carolyn told john she was still sleeping with bergin,she in turn occasionally told john that she was still sleeping with an exboyfriend baywatch hunk michael bergin,3.0
on the other hand if this will help further establish steves innocence we welcome it,if draining the ponds in maryland will further help establish steves innocence we welcome it,3.25
fletcher said he expects to have the support of lawmakers from agricultural states many of whom are on the committee,he said he also expects to have the support of lawmakers from other agricultural states,3.4
seven num and numyearold cadets were ticketed by police for drinking alcohol in an offcampus hotel room early saturday with two young women aged num and num,seven num and numyearold male cadets were caught in an offcampus hotel room early saturday with two female teens num and num years,3.2
such a step could put the issue before the un security council,the matter could then be sent to the un security council,2.8
he planned to stay all day until the river crested which was forecast for late last night,he and the other lawyers planned to stay until the river starts receding,2.4
the camp hosts summer religious retreats for children and other events yearround according to its web site,the saint sophia camp hosts religious retreats for children during the summer months as well as other events year round according to its web site,3.4
dealers said the single currencys downward momentum against the dollar could pick up speed if it broke below num,dealers said the euros downward momentum may pick up speed should it break below num,3.6
gemstars shares gathered up num percent adding num cents to num at the close,gemstar shares moved higher on the news closing up num percent at num on nasdaq,3.8
along with chipmaker intel the companies include sony corp microsoft corp hewlettpackard co ibm corp gateway inc and nokia corp,along with chip maker intel the companies include sony microsoft hewlettpackard international business machines gateway nokia and others,4.8
kroger co which owns ralphs and albertsons inc bargain jointly with safeway and locked out their union workers the next day,in a show of corporate solidarity kroger co which owns ralphs and albertson inc locked out their workers the next morning,3.8
according to the census bureau the hispanic population increased by num percent from the april num census figures,the hispanic population increased by numper cent from the april num census figures despite less favourable social and economic conditions than in the nums,3.333
its shares jumped to num in preopen trading from num at wednesdays close,shares jumped almost num percent in preopen trading rising to num from num at tuesdays close,2.5
the dow jones industrial average dji was off num points or num percent at num,the dow jones industrial average dji fell num points or num percent to num on friday,2.4
his lawyer pamela mackey said bryant expects to be completely exonerated,mr bryant is innocent and expects to be completely exonerated mackey said in a statement,3.8
it was the best advance since oct num when the index gained num,standard  poors num index rose num to num its best advance since oct num when it gained num,3.0
mr mask said mr cullen would be taken from the somerset county jail by thursday and moved to the ann klein forensic hospital just outside trenton for psychiatric care,charles cullen num was transferred from the somerset county jail in somerville to the anne klein forensic center a numbed psychiatric treatment facility in trenton,3.692
scientists believed stardust trapped thousands of particles of dust,stardust was designed to gather thousands of dust particles streaming from wild num,3.0
the report by the independent expert committee aims to dissipate any suspicion about the hong kong governments handling of the sars crisis,a long awaited report on the hong kong governments handling of the sars outbreak has been released,2.75
both devices implement the vnum standards esco facility to provide the basis for new cordless telephony applications,bluecorenum also implements vnums esco facility to provide the basis for advanced cordless telephony applications for bluetooth transmission,3.25
the drop in core wholesale prices in april reflected falling prices for cars trucks mens and boys clothes and cigarettes,that was the biggest drop since august num and stemmed from falling prices for cars trucks mens and boys clothes and cigarettes,3.5
international rescue workers are scouring flattened debris for survivors in irans shattered ancient silk road city of bam after a violent earthquake killed more than num people,international rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in irans ancient silk road city of bam yesterday,3.0
griffith a mount airy native now lives on the north carolina coast in manteo,griffith num grew up in mount airy and now lives in manteo,4.0
the conference board reported its us consumer confidence index slipped to num in june from num in may,the consumerconfidence index came in at num in june down slightly from a revised num in may the conference board said,4.667
i notice a mood change in their priorities one politician said,i notice a mood change in their priorities said one iraqi politician after meeting with mr bremer,3.333
heather num who lost a leg in a road accident is thought to have steel plates fitted in her hips which would make natural childbirth impossible,former model lady mccartney lost a leg in a road accident in num and is understood to have steel plates fitted in her hips which would make natural childbirth difficult,2.4
the network is also dropping its friday night dateline edition,the network will drop one edition of dateline its newsmagazine franchise,3.857
vice president dick cheney and mississippi republican gubernatorial candidate haley barbour acknowledge the cheering crowd,vice president dick cheney says mississippi republican haley barbour would be a good governor because of his government and business savvy,2.4
the numyearold nurse worked at north york general hospital the epicentre of the latest outbreak,emile laroza num contracted sars while working as a nurse at north york general hospital the epicentre of the second sars outbreak,3.0
rusch has also allowed five or more earned runs in each of his last three starts,redman has allowed two earned runs or less in six of his nine starts,2.0
mr turner transferred about num million shares to a charitable trust before they were sold,the sales leave mr turner with about num million shares in aol,1.6
he also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself,he also recruited other people to take delivery of fraudulently obtained merchandise he had ordered,4.0
the new york mets then selected outfielder lastings milledge from lakewood ranch high school in florida,the mets took lastings milledge an outfielder from florida with the numth pick,3.8
florida sen bob graham was not identifiable by num percent of those polled,kerry was viewed favorably by num percent of those polled dean at num percent,1.273
the broader standard  poors num index spx rose num points or num percent to num,the techladen nasdaq composite index ixic shed num points or num percent to num,1.0
as a result num players broke par in the first round,twentyfour players broke par in the first round the third highest figure in us open history,3.0
albertsons and krogers ralphs chain locked out their workers in response,krogers ralphs chain and albertsons immediately locked out their grocery workers in a show of solidarity,4.0
the technologypacked nasdaq composite index ixic dropped num points or num percent to num,the nasdaq composite index fell num or num percent for the week to num after stumbling num yesterday,2.0
shares of sco closed at num down num cents in monday trading on the nasdaq stock market,ibm shares closed up num or num percent at num on the new york stock exchange,1.0
the house voted num to num to clear the bill the first of num that congress must pass each year to fund the federal government,the bill is among the first of num that congress must pass each year to fund the federal government,3.0
knight agreed to a twoyear num million contract that included a num signing bonus,espn reported that knights twoyear deal is worth num million including a num signing bonus,4.75
against the japanese currency the euro was at num yen against the late new york level of num,the dollar was at num yen against the japanese currency up num percent,2.75
the procedure is generally performed in the second or third trimester,the technique is used during the second and occasionally third trimester of pregnancy,4.5
besides hampton and newport news the grant funds water testing in yorktown king george county norfolk and virginia beach,the grant also funds beach testing in king george county norfolk and virginia beach,3.0
he said the attackers left behind leaflets urging staff at the ishtar sheraton to stop working at the hotel and demanding us forces leave iraq,he said the attackers left behind leaflets urging workers at the ishtar sheraton to stop working at the hotel,3.0
with diplomacy heating up in the nearly nummonthold nuclear crisis chinese foreign minister li zhaoxing is slated to visit south korea from august num to num,with diplomacy heating up in the nearly nummonthold crisis chinese foreign minister li zhaoxing flies to japan on sunday en route to south korea on august num,3.0
bond bulls would like the fed to recognize that risks are biased toward economic weakness,the fed also said the risks to the economy were biased toward weakness,2.588
there is the real potential for a secondary collapse gov james mcgreevey said,the damaged area of the garage was not stable with the real potential for a secondary collapse mcgreevey said,3.6
no num hp saw its unix server sales dropped num percent to num billion,hp fell to second place with server sales growing num percent to num billion,2.333
people are obviously inconvenienced said dr jim young ontarios commissioner of public safety,were being hypervigilant said dr james young ontarios commissioner of public safety,2.25
the others were given copies of dr atkins new diet revolution and told to follow it,the researchers gave copies of dr atkins new diet revolution to the carbcutters,2.5
the rappers lawyer mark gann didnt return calls for comment,the numyearold rappers attorney in the civil matter mark gann did not return calls for comment,4.5
also weighing on the market was news that general motors gmn planned to issue num billion in debt in part to plug a hole in its pension plan,also hurting was news general motors gmn was to issue num billion in debt in part to plug a hole in its pension plan,4.75
russin did not comment his lawyer did not attend the hearing and did not return phone messages,his lawyer a cousin basil russin did not attend the hearing and did not return phone messages,3.4
licensing revenue slid num percent however to num million,license sales a key measure of demand fell num percent to num million,4.0
hispanics the fastest growing ethnic group in the us have overtaken blacks to become the largest minority in the us according to newly released government figures,hispanics have officially overtaken african americans as the largest minority group in the us according to a report released by the us census bureau,3.5
the bishop of armidale peter brain was forthright,he hasnt got much choice said the bishop of armidale peter brain,2.0
when fully operational the facility is expected to employ up to num people,the plant would employ num people when fully built out the company said,4.0
the american stock exchange biotech index btk surged num percent,the philadelphia stock exchanges semiconductor index soxx jumped num percent,1.4
i really liked him and i still do cohen alon told the herald yesterday,and i really liked him and i still do,3.2
for the full nummonth period ending june num num advanced services lines for adsl increased by num percent and cable modem connections increased by num percent,for the nummonth period ending june num highspeed lines installed in homes and businesses increased by num percent,1.8
state education commissioner kent king said wednesday that the scores on the missouri assessment program tests disappointed him,missouri education commissioner kent king said he was disappointed by the scores,3.2
agents found more than num credit cards and credit card duplicating machines during a search of ragins address,when ragins address was raided authorities found more than num credit cards and duplicating machines,4.8
lowes with about half as many stores reported a num percent increase in thirdquarter profit behind a num percent jump in samestore sales,home depot reported a num percent jump in thirdquarter profit behind a nearly num percent rise in samestore sales,1.4
caldera acquired the unix server software of the original sco and changed its name to the sco group,sco changed its name to tarantella and caldera later changed its name to the sco group,2.6
officers threw him to the ground and handcuffed him and reyna dropped a knee into his back according to testimony,thats when officers threw him to the ground and handcuffed him according to testimony,3.25
the bestperforming stock was altria group inc which rose more than num percent to close at num a share,altria group inc mon fell num cents or num percent to num,1.75
officials are trying to retrieve the bodies from the water police officer jd tambe told reuters adding num of the dead were women,officials are trying to retrieve the bodies from the water police official jd tambe told reuters,3.0
according to market research from the npd group the number of people downloading music dropped from num million in april to num million in june,the number of households acquiring music fell from a high of num million in april to num million in may and num million in june according to npd,3.5
this is an easy case in my view and wholly without merit both factually and legally,this case is wholly without merit both factually and legally judge denny chin scoffed,3.25
the weather service reported maximum sustained winds of nearly num miles an hour with stronger gusts,maximum sustained winds were around num mph with stronger gusts,2.25
the wifi potties were to be unveiled this summer at music festivals in britain,the worlds first portal potty was soon to be rolled out at summer festivals in great britain,4.0
men who drink tea particularly green tea can greatly reduce their risk of prostate cancer a landmark wa study has found,drinking green tea can dramatically reduce the risk of men contracting prostate cancer a study by australian researchers has discovered,4.25
forecasters said warnings might go up for cuba later thursday,watches or warnings could be issued for eastern cuba later on thursday,4.0
shiites make up num percent of the countrys population,sunnis make up num percent of pakistans population shiites num percent,3.0
the cwa which represents more than num comcast employees called that excessive when a typical union employee makes about num a year,the communications workers union which represents more than num comcast employees called the executive pay package excessive when a typical union employee makes about num annually,3.4
the consumer group generated num billion of profit and num billion of revenue from january to june num of citigroups profit and revenue,it generated num billion of profit and num billion of revenue in the years first half num percent of citigroups totals,3.8
galloway township nj annika sorenstam drew the crowds michelle wie got the publicity but angela stanford took her first lpga victory,galloway township nj  annika sorenstam and michelle wie drew the crowds but angela stanford took her first lpga victory,4.0
british airways new yorktolondon runs will end in october,british airways plans to retire its seven concordes at the end of october,2.5
the new policy gives greatest weight to grades test scores and a students high school curriculum,academic achievement  including grades test scores and high school curriculum  are given the highest priority,4.5
the new version wnumsobigcmm had already reached a high level outbreak status by monday according to security analysts,security analysts said the new version wnumsobigcmm had already reached a high level outbreak status by midafternoon on monday,4.5
the only other person who had not been accounted for sunday was a man from fort worth texas,another person a man from fort worth texas also was missing,3.6
the broader standard  poors num index spx gave up num points or num percent at num,the technologylaced nasdaq composite index ixic declined num points or num percent at num,0.8
aftra members approved the merger by a vote of num to num,aftra on the other hand approved the merger by a whopping num percent,4.091
the currency briefly weakened slightly on monday to trade at num not far from its record low of num,the currency briefly weakened on monday morning but rebounded to trade at num little changed from friday,2.25
while some other parts of africa have been used as staging grounds for the terror group malawi previously had not been a major focus of investigations into alqaida,while some other parts of africa have been used as al qaeda staging grounds malawi had previously not been a major focus of investigations into the group,5.0
on sunday a us soldier was killed and another injured in southern iraq when a munitions dump exploded,on sunday a us soldier was killed and another injured when a munitions dump they were guarding exploded in southern iraq,3.75
im real excited to be a cleveland cavalier james said,im really excited about going to cleveland james told espncom,3.667
according to law enforcement officials the person arrested was a known sophisticated hacker,according to law enforcement officials the individual decrypted passwords on the server,2.667
excluding litigation charges rims loss narrowed even further to num cent a share,excluding patent litigation rims loss for the quarter was num or num cent per share,3.333
the broad standard  poors num index spx gained num points or num percent to num,the dow jones industrial average dji jumped num percent while the standard  poors num index spx leapt num percent,3.0
it will also help reform the royal solomon islands police strengthen the courts and prisons system and protect key institutions such as the finance ministry from intimidation,the intervention force will confiscate weapons reform the police strengthen the courts and prison system and protect key institutions such as the finance ministry,3.444
mr alibek said our outcomes are very encouraging,our outcomes are very encouraging george mason researcher ken alibek said,3.8
a jury convicted rapper cmurder also known as corey miller of seconddegree murder tuesday night in the shooting death of a numyearold in a jefferson parish nightclub,rapper cmurder has been convicted of seconddegree murder a crime that carries an automatic life sentence in the shooting death of a numyearold inside a jefferson parish nightclub,3.6
wells other series include nbcs er and third watch,wells other series include nbcs er and third watch,5.0
thirtythree of the num men had been arrested by wednesday evening said daniel bogden us attorney in nevada,thirtyfour of the men have been arrested and the others are being sought us attorney daniel bogden said yesterday,3.0
fivetime tour de france winner and cancer survivor lance armstrong had a few words of advice for other cancer survivors in denver on friday,fivetime tour de france winner lance armstrong is in denver today for a meeting about surviving cancer,3.4
she survives him as do their four children  sons anthony and kelly daughters linda hope and nora somers  and four grandchildren,hope is survived by his wife sons anthony and kelly daughters linda and nora somers and four grandchildren,3.8
police using pepper spray arrested num people monday night at a march and rally by about num activists protesting an annual training seminar of the law enforcement intelligence unit,police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligencetraining seminar,3.6
the department ordered an num percent reduction for allstate texas lloyds and a num percent reduction for state farm lloyds,the department ordered a num percent reduction for state farm lloyds the states largest insurer and an num percent reduction for allstate texas lloyds the thirdlargest,3.6
colgate shares closed monday at num on the new york stock exchange,colgate shares were down num cents at num in morning trade on the new york stock exchange,2.4
several shots rang out in the darkness but only one gator had been killed by num pm,several shots rang out wednesday night but no gators were killed then,2.4
the broader standard  poors num index spx was num points lower or num percent at num,the technologylaced nasdaq composite index ixic was up num points or num percent at num,0.889
republicans had pledged to complete a medicare drug package by august then extended the deadline to oct num and they are still working on it,republicans had pledged to complete a medicare drug package by august then extended it to oct num,4.75
the index which measures activity in the service sector climbed to num last month from num in march,the arizonabased ism reported monday that its nonmanufacturing index rose to num last month from num in march,3.5
bush plans to meet with israeli prime minister ariel sharon and the new palestinian prime minister mahmoud abbas in the jordanian port of aqaba on wednesday,on wednesday next week mr bush will meet israeli prime minister ariel sharon and new palestinian leader mahmoud abbas in aqaba jordan,5.0
unlike many earlystage internet firms google is believed to be profitable,the privately held google is believed to be profitable,3.6
it is safe to assume the senate is prepared to pass some form of cap king said,its safe to assume the senate is prepared to pass some form of a capthe level of it is to be debated,3.0
and when asked if he felt regret or guilt about the attack his answer was an adamant no,asked if he felt any regret about theoctober num attack the answer was an adamant no,3.8
another big gainer was rambus inc nasdaq rmbs  news  people which shot num percent higher,rambus inc nasdaq rmbs  news  people shot up num percent making it the biggest percentage gainer on the nasdaq,3.0
russ britt is the los angeles bureau chief for cbsmarketwatchcom,emily church is london bureau chief of cbsmarketwatchcom,1.8
if you pass this bill big brother will be watching you said rep john mabry dwaco,if you pass this bill rep john mabry jr dwaco told colleagues big brother will be watching you,4.8
douglas robinson a senior vice president of finance will take over as chief financial officer on an interim basis,douglas robinson ca senior vice president finance will fill the position in the interim,3.8
several states and the federal government later passed similar or more strict bans,following californias lead several states and the federal government passed similar or tougher bans,4.0
still he noted miami must decide whether to seek acc membership for the next school year by june num to adhere to big east guidelines,still he noted that miami must decide whether to seek acc membership by june num to adhere to big east guidelines,4.6
