sent1,sent2,score
"['scientist', 'believ', 'stardust', 'trap', 'thousand', 'of', 'particl', 'of', 'dust']","['stardust', 'wa', 'design', 'to', 'gather', 'thousand', 'of', 'dust', 'particl', 'stream', 'from', 'wild']",3.0
"['the', 'report', 'by', 'the', 'independ', 'expert', 'committe', 'aim', 'to', 'unk', 'ani', 'suspicion', 'about', 'the', 'hong', 'kong', 'govern', 'handl', 'of', 'the', 'sar', 'crisi']","['a', 'long', 'await', 'report', 'on', 'the', 'hong', 'kong', 'govern', 'handl', 'of', 'the', 'sar', 'outbreak', 'ha', 'been', 'releas']",2.75
"['both', 'devic', 'implement', 'the', 'v', 'standard', 'esco', 'facil', 'to', 'provid', 'the', 'basi', 'for', 'new', 'cordless', 'telephoni', 'applic']","['unk', 'also', 'implement', 'v', 'esco', 'facil', 'to', 'provid', 'the', 'basi', 'for', 'advanc', 'cordless', 'telephoni', 'applic', 'for', 'unk', 'unk']",3.25
"['the', 'drop', 'in', 'unk', 'wholesal', 'price', 'in', 'april', 'reflect', 'fall', 'price', 'for', 'car', 'truck', 'men', 'and', 'boy', 'cloth', 'and', 'cigarett']","['that', 'wa', 'the', 'biggest', 'drop', 'sinc', 'august', 'and', 'unk', 'from', 'fall', 'price', 'for', 'car', 'truck', 'men', 'and', 'boy', 'cloth', 'and', 'cigarett']",3.5
"['intern', 'rescu', 'worker', 'are', 'unk', 'flatten', 'debri', 'for', 'survivor', 'in', 'iran', 'shatter', 'ancient', 'silk', 'road', 'citi', 'of', 'bam', 'after', 'a', 'violent', 'earthquak', 'kill', 'more', 'than', 'peopl']","['intern', 'rescu', 'worker', 'hack', 'desper', 'through', 'flatten', 'debri', 'for', 'survivor', 'and', 'cemeteri', 'unk', 'in', 'iran', 'ancient', 'silk', 'road', 'citi', 'of', 'bam', 'yesterday']",3.0
"['griffith', 'a', 'mount', 'airi', 'nativ', 'now', 'life', 'on', 'the', 'north', 'carolina', 'coast', 'in', 'manteo']","['griffith', 'grew', 'up', 'in', 'mount', 'airi', 'and', 'now', 'life', 'in', 'manteo']",4.0
"['the', 'confer', 'board', 'report', 'it', 'u', 'consum', 'confid', 'index', 'slip', 'to', 'in', 'june', 'from', 'in', 'may']","['the', 'unk', 'index', 'came', 'in', 'at', 'in', 'june', 'down', 'slightli', 'from', 'a', 'revis', 'in', 'may', 'the', 'confer', 'board', 'said']",4.667
"['i', 'notic', 'a', 'mood', 'chang', 'in', 'their', 'prioriti', 'one', 'politician', 'said']","['i', 'notic', 'a', 'mood', 'chang', 'in', 'their', 'prioriti', 'said', 'one', 'iraqi', 'politician', 'after', 'meet', 'with', 'mr', 'bremer']",3.333
"['unk', 'who', 'lost', 'a', 'leg', 'in', 'a', 'road', 'accid', 'is', 'thought', 'to', 'have', 'steel', 'plate', 'fit', 'in', 'her', 'hip', 'which', 'would', 'make', 'natur', 'childbirth', 'imposs']","['former', 'model', 'ladi', 'unk', 'lost', 'a', 'leg', 'in', 'a', 'road', 'accid', 'in', 'and', 'is', 'unk', 'to', 'have', 'steel', 'plate', 'fit', 'in', 'her', 'hip', 'which', 'would', 'make', 'natur', 'childbirth', 'difficult']",2.4
"['the', 'network', 'is', 'also', 'drop', 'it', 'friday', 'night', 'datelin', 'edit']","['the', 'network', 'will', 'drop', 'one', 'edit', 'of', 'datelin', 'it', 'unk', 'franchis']",3.857
"['vice', 'presid', 'dick', 'cheney', 'and', 'mississippi', 'republican', 'gubernatori', 'candid', 'haley', 'barbour', 'acknowledg', 'the', 'cheer', 'crowd']","['vice', 'presid', 'dick', 'cheney', 'say', 'mississippi', 'republican', 'haley', 'barbour', 'would', 'be', 'a', 'good', 'governor', 'becaus', 'of', 'hi', 'govern', 'and', 'busi', 'unk']",2.4
"['the', 'yearold', 'nurs', 'work', 'at', 'north', 'york', 'gener', 'hospit', 'the', 'epicentr', 'of', 'the', 'latest', 'outbreak']","['unk', 'unk', 'contract', 'sar', 'while', 'work', 'a', 'a', 'nurs', 'at', 'north', 'york', 'gener', 'hospit', 'the', 'epicentr', 'of', 'the', 'second', 'sar', 'outbreak']",3.0
"['unk', 'ha', 'also', 'allow', 'five', 'or', 'more', 'earn', 'run', 'in', 'each', 'of', 'hi', 'last', 'three', 'start']","['unk', 'ha', 'allow', 'two', 'earn', 'run', 'or', 'le', 'in', 'six', 'of', 'hi', 'nine', 'start']",2.0
"['mr', 'turner', 'transfer', 'about', 'million', 'share', 'to', 'a', 'charit', 'trust', 'befor', 'they', 'were', 'sold']","['the', 'sale', 'leav', 'mr', 'turner', 'with', 'about', 'million', 'share', 'in', 'aol']",1.6
"['he', 'also', 'recruit', 'other', 'to', 'particip', 'in', 'the', 'scheme', 'by', 'convinc', 'them', 'to', 'receiv', 'fraudul', 'obtain', 'merchandis', 'he', 'had', 'order', 'for', 'himself']","['he', 'also', 'recruit', 'other', 'peopl', 'to', 'take', 'deliveri', 'of', 'fraudul', 'obtain', 'merchandis', 'he', 'had', 'order']",4.0
"['the', 'new', 'york', 'met', 'then', 'select', 'outfield', 'last', 'milledg', 'from', 'unk', 'unk', 'high', 'school', 'in', 'florida']","['the', 'met', 'took', 'last', 'milledg', 'an', 'outfield', 'from', 'florida', 'with', 'the', 'th', 'pick']",3.8
"['florida', 'sen', 'bob', 'graham', 'wa', 'not', 'identifi', 'by', 'percent', 'of', 'those', 'poll']","['kerri', 'wa', 'view', 'favor', 'by', 'percent', 'of', 'those', 'poll', 'dean', 'at', 'percent']",1.273
"['the', 'broader', 'standard', 'poor', 'index', 'spx', 'rose', 'point', 'or', 'percent', 'to']","['the', 'unk', 'nasdaq', 'composit', 'index', 'ixic', 'shed', 'point', 'or', 'percent', 'to']",1.0
"['a', 'a', 'result', 'player', 'broke', 'par', 'in', 'the', 'first', 'round']","['unk', 'player', 'broke', 'par', 'in', 'the', 'first', 'round', 'the', 'third', 'highest', 'figur', 'in', 'u', 'open', 'histori']",3.0
"['albertson', 'and', 'kroger', 'ralph', 'chain', 'lock', 'out', 'their', 'worker', 'in', 'respons']","['kroger', 'ralph', 'chain', 'and', 'albertson', 'immedi', 'lock', 'out', 'their', 'unk', 'worker', 'in', 'a', 'show', 'of', 'solidar']",4.0
"['the', 'unk', 'nasdaq', 'composit', 'index', 'ixic', 'drop', 'point', 'or', 'percent', 'to']","['the', 'nasdaq', 'composit', 'index', 'fell', 'or', 'percent', 'for', 'the', 'week', 'to', 'after', 'unk', 'yesterday']",2.0
"['share', 'of', 'sco', 'close', 'at', 'down', 'cent', 'in', 'monday', 'trade', 'on', 'the', 'nasdaq', 'stock', 'market']","['ibm', 'share', 'close', 'up', 'or', 'percent', 'at', 'on', 'the', 'new', 'york', 'stock', 'exchang']",1.0
"['the', 'hous', 'vote', 'to', 'to', 'clear', 'the', 'bill', 'the', 'first', 'of', 'that', 'congress', 'must', 'pa', 'each', 'year', 'to', 'fund', 'the', 'feder', 'govern']","['the', 'bill', 'is', 'among', 'the', 'first', 'of', 'that', 'congress', 'must', 'pa', 'each', 'year', 'to', 'fund', 'the', 'feder', 'govern']",3.0
"['knight', 'agre', 'to', 'a', 'twoyear', 'million', 'contract', 'that', 'includ', 'a', 'sign', 'bonu']","['espn', 'report', 'that', 'knight', 'twoyear', 'deal', 'is', 'worth', 'million', 'includ', 'a', 'sign', 'bonu']",4.75
"['against', 'the', 'japanes', 'currenc', 'the', 'euro', 'wa', 'at', 'yen', 'against', 'the', 'late', 'new', 'york', 'level', 'of']","['the', 'dollar', 'wa', 'at', 'yen', 'against', 'the', 'japanes', 'currenc', 'up', 'percent']",2.75
"['the', 'procedur', 'is', 'gener', 'perform', 'in', 'the', 'second', 'or', 'third', 'trimest']","['the', 'unk', 'is', 'use', 'dure', 'the', 'second', 'and', 'occasion', 'third', 'trimest', 'of', 'pregnanc']",4.5
"['besid', 'unk', 'and', 'newport', 'news', 'the', 'grant', 'fund', 'water', 'test', 'in', 'unk', 'king', 'georg', 'counti', 'norfolk', 'and', 'virginia', 'beach']","['the', 'grant', 'also', 'fund', 'beach', 'test', 'in', 'king', 'georg', 'counti', 'norfolk', 'and', 'virginia', 'beach']",3.0
"['he', 'said', 'the', 'attack', 'left', 'behind', 'leaflet', 'urg', 'staff', 'at', 'the', 'ishtar', 'sheraton', 'to', 'stop', 'work', 'at', 'the', 'hotel', 'and', 'demand', 'u', 'forc', 'leav', 'iraq']","['he', 'said', 'the', 'attack', 'left', 'behind', 'leaflet', 'urg', 'worker', 'at', 'the', 'ishtar', 'sheraton', 'to', 'stop', 'work', 'at', 'the', 'hotel']",3.0
"['with', 'diplomaci', 'heat', 'up', 'in', 'the', 'nearli', 'monthold', 'nuclear', 'crisi', 'chines', 'foreign', 'minist', 'li', 'zhaox', 'is', 'slate', 'to', 'visit', 'south', 'korea', 'from', 'august', 'to']","['with', 'diplomaci', 'heat', 'up', 'in', 'the', 'nearli', 'monthold', 'crisi', 'chines', 'foreign', 'minist', 'li', 'zhaox', 'fli', 'to', 'japan', 'on', 'sunday', 'unk', 'rout', 'to', 'south', 'korea', 'on', 'august']",3.0
"['bond', 'bull', 'would', 'like', 'the', 'fed', 'to', 'recogn', 'that', 'risk', 'are', 'bias', 'toward', 'econom', 'weak']","['the', 'fed', 'also', 'said', 'the', 'risk', 'to', 'the', 'economi', 'were', 'bias', 'toward', 'weak']",2.588
"['there', 'is', 'the', 'real', 'potenti', 'for', 'a', 'secondari', 'collaps', 'gov', 'jame', 'mcgreevey', 'said']","['the', 'damag', 'area', 'of', 'the', 'garag', 'wa', 'not', 'stabl', 'with', 'the', 'real', 'potenti', 'for', 'a', 'secondari', 'collaps', 'mcgreevey', 'said']",3.6
"['no', 'hp', 'saw', 'it', 'unix', 'server', 'sale', 'drop', 'percent', 'to', 'billion']","['hp', 'fell', 'to', 'second', 'place', 'with', 'server', 'sale', 'grow', 'percent', 'to', 'billion']",2.333
"['peopl', 'are', 'unk', 'inconvenienc', 'said', 'dr', 'jim', 'young', 'ontario', 'commission', 'of', 'public', 'safeti']","['were', 'be', 'hypervigil', 'said', 'dr', 'jame', 'young', 'ontario', 'commission', 'of', 'public', 'safeti']",2.25
"['the', 'other', 'were', 'given', 'copi', 'of', 'dr', 'atkin', 'new', 'diet', 'revolut', 'and', 'told', 'to', 'follow', 'it']","['the', 'research', 'gave', 'copi', 'of', 'dr', 'atkin', 'new', 'diet', 'revolut', 'to', 'the', 'unk']",2.5
"['the', 'rapper', 'lawyer', 'mark', 'gann', 'didnt', 'return', 'call', 'for', 'comment']","['the', 'yearold', 'rapper', 'attorney', 'in', 'the', 'civil', 'matter', 'mark', 'gann', 'did', 'not', 'return', 'call', 'for', 'comment']",4.5
"['also', 'weigh', 'on', 'the', 'market', 'wa', 'news', 'that', 'gener', 'motor', 'gmn', 'plan', 'to', 'issu', 'billion', 'in', 'debt', 'in', 'part', 'to', 'plug', 'a', 'hole', 'in', 'it', 'pension', 'plan']","['also', 'hurt', 'wa', 'news', 'gener', 'motor', 'gmn', 'wa', 'to', 'issu', 'billion', 'in', 'debt', 'in', 'part', 'to', 'plug', 'a', 'hole', 'in', 'it', 'pension', 'plan']",4.75
"['russin', 'did', 'not', 'comment', 'hi', 'lawyer', 'did', 'not', 'attend', 'the', 'hear', 'and', 'did', 'not', 'return', 'phone', 'messag']","['hi', 'lawyer', 'a', 'unk', 'unk', 'russin', 'did', 'not', 'attend', 'the', 'hear', 'and', 'did', 'not', 'return', 'phone', 'messag']",3.4
"['licens', 'revenu', 'slid', 'percent', 'howev', 'to', 'million']","['licens', 'sale', 'a', 'key', 'measur', 'of', 'demand', 'fell', 'percent', 'to', 'million']",4.0
"['hispan', 'the', 'fastest', 'grow', 'ethnic', 'group', 'in', 'the', 'u', 'have', 'overtaken', 'black', 'to', 'becom', 'the', 'largest', 'minor', 'in', 'the', 'u', 'accord', 'to', 'newli', 'releas', 'govern', 'figur']","['hispan', 'have', 'offici', 'overtaken', 'african', 'american', 'a', 'the', 'largest', 'minor', 'group', 'in', 'the', 'u', 'accord', 'to', 'a', 'report', 'releas', 'by', 'the', 'u', 'censu', 'bureau']",3.5
"['the', 'bishop', 'of', 'armidal', 'peter', 'brain', 'wa', 'unk']","['he', 'hasnt', 'got', 'much', 'unk', 'said', 'the', 'bishop', 'of', 'armidal', 'peter', 'brain']",2.0
"['when', 'fulli', 'oper', 'the', 'facil', 'is', 'expect', 'to', 'employ', 'up', 'to', 'peopl']","['the', 'plant', 'would', 'employ', 'peopl', 'when', 'fulli', 'built', 'out', 'the', 'compani', 'said']",4.0
"['the', 'american', 'stock', 'exchang', 'biotech', 'index', 'unk', 'surg', 'percent']","['the', 'philadelphia', 'stock', 'exchang', 'semiconductor', 'index', 'unk', 'jump', 'percent']",1.4
"['i', 'realli', 'like', 'him', 'and', 'i', 'still', 'do', 'cohen', 'alon', 'told', 'the', 'herald', 'yesterday']","['and', 'i', 'realli', 'like', 'him', 'and', 'i', 'still', 'do']",3.2
"['for', 'the', 'full', 'month', 'period', 'end', 'june', 'advanc', 'servic', 'line', 'for', 'unk', 'increas', 'by', 'percent', 'and', 'cabl', 'unk', 'connect', 'increas', 'by', 'percent']","['for', 'the', 'month', 'period', 'end', 'june', 'highspe', 'line', 'instal', 'in', 'home', 'and', 'busi', 'increas', 'by', 'percent']",1.8
"['state', 'educ', 'commission', 'kent', 'king', 'said', 'wednesday', 'that', 'the', 'score', 'on', 'the', 'missouri', 'unk', 'program', 'test', 'disappoint', 'him']","['missouri', 'educ', 'commission', 'kent', 'king', 'said', 'he', 'wa', 'disappoint', 'by', 'the', 'score']",3.2
"['agent', 'found', 'more', 'than', 'credit', 'card', 'and', 'credit', 'card', 'duplic', 'machin', 'dure', 'a', 'search', 'of', 'ragin', 'address']","['when', 'ragin', 'address', 'wa', 'raid', 'author', 'found', 'more', 'than', 'credit', 'card', 'and', 'duplic', 'machin']",4.8
"['low', 'with', 'about', 'half', 'a', 'mani', 'store', 'report', 'a', 'percent', 'increas', 'in', 'thirdquart', 'profit', 'behind', 'a', 'percent', 'jump', 'in', 'samestor', 'sale']","['home', 'depot', 'report', 'a', 'percent', 'jump', 'in', 'thirdquart', 'profit', 'behind', 'a', 'nearli', 'percent', 'rise', 'in', 'samestor', 'sale']",1.4
"['caldera', 'acquir', 'the', 'unix', 'server', 'softwar', 'of', 'the', 'origin', 'sco', 'and', 'chang', 'it', 'name', 'to', 'the', 'sco', 'group']","['sco', 'chang', 'it', 'name', 'to', 'unk', 'and', 'caldera', 'later', 'chang', 'it', 'name', 'to', 'the', 'sco', 'group']",2.6
"['offic', 'threw', 'him', 'to', 'the', 'ground', 'and', 'handcuf', 'him', 'and', 'unk', 'drop', 'a', 'knee', 'into', 'hi', 'back', 'accord', 'to', 'testimoni']","['that', 'when', 'offic', 'threw', 'him', 'to', 'the', 'ground', 'and', 'handcuf', 'him', 'accord', 'to', 'testimoni']",3.25
"['the', 'unk', 'stock', 'wa', 'altria', 'group', 'inc', 'which', 'rose', 'more', 'than', 'percent', 'to', 'close', 'at', 'a', 'share']","['altria', 'group', 'inc', 'unk', 'fell', 'cent', 'or', 'percent', 'to']",1.75
"['offici', 'are', 'tri', 'to', 'retriev', 'the', 'bodi', 'from', 'the', 'water', 'polic', 'offic', 'jd', 'tamb', 'told', 'reuter', 'ad', 'of', 'the', 'dead', 'were', 'woman']","['offici', 'are', 'tri', 'to', 'retriev', 'the', 'bodi', 'from', 'the', 'water', 'polic', 'offici', 'jd', 'tamb', 'told', 'reuter']",3.0
"['accord', 'to', 'market', 'research', 'from', 'the', 'npd', 'group', 'the', 'number', 'of', 'peopl', 'download', 'music', 'drop', 'from', 'million', 'in', 'april', 'to', 'million', 'in', 'june']","['the', 'number', 'of', 'household', 'acquir', 'music', 'fell', 'from', 'a', 'high', 'of', 'million', 'in', 'april', 'to', 'million', 'in', 'may', 'and', 'million', 'in', 'june', 'accord', 'to', 'npd']",3.5
"['thi', 'is', 'an', 'easi', 'case', 'in', 'my', 'view', 'and', 'wholli', 'without', 'merit', 'both', 'factual', 'and', 'legal']","['thi', 'case', 'is', 'wholli', 'without', 'merit', 'both', 'factual', 'and', 'legal', 'judg', 'denni', 'chin', 'unk']",3.25
"['the', 'weather', 'servic', 'report', 'maximum', 'sustain', 'wind', 'of', 'nearli', 'mile', 'an', 'hour', 'with', 'stronger', 'gust']","['maximum', 'sustain', 'wind', 'were', 'around', 'mph', 'with', 'stronger', 'gust']",2.25
"['the', 'unk', 'potti', 'were', 'to', 'be', 'unveil', 'thi', 'summer', 'at', 'music', 'festiv', 'in', 'britain']","['the', 'world', 'first', 'unk', 'potti', 'wa', 'soon', 'to', 'be', 'roll', 'out', 'at', 'summer', 'festiv', 'in', 'great', 'britain']",4.0
"['men', 'who', 'drink', 'tea', 'particularli', 'green', 'tea', 'can', 'unk', 'reduc', 'their', 'risk', 'of', 'prostat', 'cancer', 'a', 'landmark', 'wa', 'studi', 'ha', 'found']","['drink', 'green', 'tea', 'can', 'dramat', 'reduc', 'the', 'risk', 'of', 'men', 'contract', 'prostat', 'cancer', 'a', 'studi', 'by', 'australian', 'research', 'ha', 'discov']",4.25
"['forecast', 'said', 'warn', 'might', 'go', 'up', 'for', 'cuba', 'later', 'thursday']","['watch', 'or', 'warn', 'could', 'be', 'issu', 'for', 'eastern', 'cuba', 'later', 'on', 'thursday']",4.0
"['shiit', 'make', 'up', 'percent', 'of', 'the', 'countri', 'popul']","['sunni', 'make', 'up', 'percent', 'of', 'pakistan', 'popul', 'shiit', 'percent']",3.0
"['the', 'unk', 'which', 'repres', 'more', 'than', 'comcast', 'employe', 'call', 'that', 'excess', 'when', 'a', 'typic', 'union', 'employe', 'make', 'about', 'a', 'year']","['the', 'commun', 'worker', 'union', 'which', 'repres', 'more', 'than', 'comcast', 'employe', 'call', 'the', 'execut', 'pay', 'packag', 'excess', 'when', 'a', 'typic', 'union', 'employe', 'make', 'about', 'annual']",3.4
"['the', 'consum', 'group', 'gener', 'billion', 'of', 'profit', 'and', 'billion', 'of', 'revenu', 'from', 'januari', 'to', 'june', 'of', 'citigroup', 'profit', 'and', 'revenu']","['it', 'gener', 'billion', 'of', 'profit', 'and', 'billion', 'of', 'revenu', 'in', 'the', 'year', 'first', 'half', 'percent', 'of', 'citigroup', 'total']",3.8
"['galloway', 'township', 'nj', 'annika', 'sorenstam', 'drew', 'the', 'crowd', 'michel', 'wie', 'got', 'the', 'public', 'but', 'angela', 'stanford', 'took', 'her', 'first', 'lpga', 'victori']","['galloway', 'township', 'nj', 'annika', 'sorenstam', 'and', 'michel', 'wie', 'drew', 'the', 'crowd', 'but', 'angela', 'stanford', 'took', 'her', 'first', 'lpga', 'victori']",4.0
"['british', 'airway', 'new', 'unk', 'run', 'will', 'end', 'in', 'octob']","['british', 'airway', 'plan', 'to', 'retir', 'it', 'seven', 'unk', 'at', 'the', 'end', 'of', 'octob']",2.5
"['the', 'new', 'polici', 'give', 'greatest', 'weight', 'to', 'grade', 'test', 'score', 'and', 'a', 'student', 'high', 'school', 'curriculum']","['academ', 'achiev', 'includ', 'grade', 'test', 'score', 'and', 'high', 'school', 'curriculum', 'are', 'given', 'the', 'highest', 'prioriti']",4.5
"['the', 'new', 'version', 'wsobigcmm', 'had', 'alreadi', 'reach', 'a', 'high', 'level', 'outbreak', 'statu', 'by', 'monday', 'accord', 'to', 'secur', 'analyst']","['secur', 'analyst', 'said', 'the', 'new', 'version', 'wsobigcmm', 'had', 'alreadi', 'reach', 'a', 'high', 'level', 'outbreak', 'statu', 'by', 'midafternoon', 'on', 'monday']",4.5
"['the', 'onli', 'other', 'person', 'who', 'had', 'not', 'been', 'account', 'for', 'sunday', 'wa', 'a', 'man', 'from', 'fort', 'worth', 'texa']","['anoth', 'person', 'a', 'man', 'from', 'fort', 'worth', 'texa', 'also', 'wa', 'miss']",3.6
"['the', 'broader', 'standard', 'poor', 'index', 'spx', 'gave', 'up', 'point', 'or', 'percent', 'at']","['the', 'technologylac', 'nasdaq', 'composit', 'index', 'ixic', 'declin', 'point', 'or', 'percent', 'at']",0.8
"['aftra', 'member', 'approv', 'the', 'merger', 'by', 'a', 'vote', 'of', 'to']","['aftra', 'on', 'the', 'other', 'hand', 'approv', 'the', 'merger', 'by', 'a', 'whop', 'percent']",4.091
"['the', 'currenc', 'briefli', 'weaken', 'slightli', 'on', 'monday', 'to', 'trade', 'at', 'not', 'far', 'from', 'it', 'record', 'low', 'of']","['the', 'currenc', 'briefli', 'weaken', 'on', 'monday', 'morn', 'but', 'rebound', 'to', 'trade', 'at', 'littl', 'chang', 'from', 'friday']",2.25
"['while', 'some', 'other', 'part', 'of', 'africa', 'have', 'been', 'use', 'a', 'stage', 'ground', 'for', 'the', 'terror', 'group', 'malawi', 'previous', 'had', 'not', 'been', 'a', 'major', 'focu', 'of', 'investig', 'into', 'alqaida']","['while', 'some', 'other', 'part', 'of', 'africa', 'have', 'been', 'use', 'a', 'al', 'qaeda', 'stage', 'ground', 'malawi', 'had', 'previous', 'not', 'been', 'a', 'major', 'focu', 'of', 'investig', 'into', 'the', 'group']",5.0
"['on', 'sunday', 'a', 'u', 'soldier', 'wa', 'kill', 'and', 'anoth', 'injur', 'in', 'southern', 'iraq', 'when', 'a', 'munit', 'dump', 'explod']","['on', 'sunday', 'a', 'u', 'soldier', 'wa', 'kill', 'and', 'anoth', 'injur', 'when', 'a', 'munit', 'dump', 'they', 'were', 'guard', 'explod', 'in', 'southern', 'iraq']",3.75
"['im', 'real', 'excit', 'to', 'be', 'a', 'cleveland', 'cavali', 'jame', 'said']","['im', 'realli', 'excit', 'about', 'go', 'to', 'cleveland', 'jame', 'told', 'unk']",3.667
"['accord', 'to', 'law', 'enforc', 'offici', 'the', 'person', 'arrest', 'wa', 'a', 'known', 'unk', 'hacker']","['accord', 'to', 'law', 'enforc', 'offici', 'the', 'individu', 'unk', 'unk', 'on', 'the', 'server']",2.667
"['exclud', 'litig', 'charg', 'rim', 'loss', 'narrow', 'even', 'further', 'to', 'cent', 'a', 'share']","['exclud', 'patent', 'litig', 'rim', 'loss', 'for', 'the', 'quarter', 'wa', 'or', 'cent', 'per', 'share']",3.333
"['the', 'broad', 'standard', 'poor', 'index', 'spx', 'gain', 'point', 'or', 'percent', 'to']","['the', 'dow', 'jone', 'industri', 'averag', 'dji', 'jump', 'percent', 'while', 'the', 'standard', 'poor', 'index', 'spx', 'unk', 'percent']",3.0
"['it', 'will', 'also', 'help', 'reform', 'the', 'royal', 'solomon', 'island', 'polic', 'strengthen', 'the', 'court', 'and', 'prison', 'system', 'and', 'protect', 'key', 'institut', 'such', 'a', 'the', 'financ', 'ministri', 'from', 'intimid']","['the', 'intervent', 'forc', 'will', 'confisc', 'weapon', 'reform', 'the', 'polic', 'strengthen', 'the', 'court', 'and', 'prison', 'system', 'and', 'protect', 'key', 'institut', 'such', 'a', 'the', 'financ', 'ministri']",3.444
"['mr', 'alibek', 'said', 'our', 'outcom', 'are', 'veri', 'encourag']","['our', 'outcom', 'are', 'veri', 'encourag', 'georg', 'unk', 'research', 'unk', 'alibek', 'said']",3.8
"['a', 'juri', 'convict', 'rapper', 'cmurder', 'also', 'known', 'a', 'unk', 'miller', 'of', 'seconddegre', 'murder', 'tuesday', 'night', 'in', 'the', 'shoot', 'death', 'of', 'a', 'yearold', 'in', 'a', 'jefferson', 'parish', 'nightclub']","['rapper', 'cmurder', 'ha', 'been', 'convict', 'of', 'seconddegre', 'murder', 'a', 'crime', 'that', 'carri', 'an', 'automat', 'life', 'sentenc', 'in', 'the', 'shoot', 'death', 'of', 'a', 'yearold', 'insid', 'a', 'jefferson', 'parish', 'nightclub']",3.6
"['well', 'other', 'seri', 'includ', 'nbc', 'er', 'and', 'third', 'watch']","['well', 'other', 'seri', 'includ', 'nbc', 'er', 'and', 'third', 'watch']",5.0
"['unk', 'of', 'the', 'men', 'had', 'been', 'arrest', 'by', 'wednesday', 'even', 'said', 'daniel', 'bogden', 'u', 'attorney', 'in', 'nevada']","['unk', 'of', 'the', 'men', 'have', 'been', 'arrest', 'and', 'the', 'other', 'are', 'be', 'sought', 'u', 'attorney', 'daniel', 'bogden', 'said', 'yesterday']",3.0
"['fivetim', 'tour', 'de', 'franc', 'winner', 'and', 'cancer', 'survivor', 'lanc', 'armstrong', 'had', 'a', 'few', 'word', 'of', 'advic', 'for', 'other', 'cancer', 'survivor', 'in', 'denver', 'on', 'friday']","['fivetim', 'tour', 'de', 'franc', 'winner', 'lanc', 'armstrong', 'is', 'in', 'denver', 'today', 'for', 'a', 'meet', 'about', 'surviv', 'cancer']",3.4
"['she', 'surviv', 'him', 'a', 'do', 'their', 'four', 'child', 'son', 'anthoni', 'and', 'kelli', 'daughter', 'linda', 'hope', 'and', 'nora', 'somer', 'and', 'four', 'grandchild']","['hope', 'is', 'surviv', 'by', 'hi', 'wife', 'son', 'anthoni', 'and', 'kelli', 'daughter', 'linda', 'and', 'nora', 'somer', 'and', 'four', 'grandchild']",3.8
"['polic', 'use', 'pepper', 'spray', 'arrest', 'peopl', 'monday', 'night', 'at', 'a', 'march', 'and', 'ralli', 'by', 'about', 'activist', 'protest', 'an', 'annual', 'train', 'seminar', 'of', 'the', 'law', 'enforc', 'intellig', 'unit']","['polic', 'use', 'pepper', 'spray', 'and', 'rubber', 'bullet', 'to', 'dispers', 'a', 'downtown', 'march', 'and', 'ralli', 'last', 'night', 'by', 'activist', 'protest', 'an', 'annual', 'polic', 'unk', 'seminar']",3.6
"['the', 'depart', 'order', 'an', 'percent', 'reduct', 'for', 'allstat', 'texa', 'lloyd', 'and', 'a', 'percent', 'reduct', 'for', 'state', 'farm', 'lloyd']","['the', 'depart', 'order', 'a', 'percent', 'reduct', 'for', 'state', 'farm', 'lloyd', 'the', 'state', 'largest', 'insur', 'and', 'an', 'percent', 'reduct', 'for', 'allstat', 'texa', 'lloyd', 'the', 'unk']",3.6
"['colgat', 'share', 'close', 'monday', 'at', 'on', 'the', 'new', 'york', 'stock', 'exchang']","['colgat', 'share', 'were', 'down', 'cent', 'at', 'in', 'morn', 'trade', 'on', 'the', 'new', 'york', 'stock', 'exchang']",2.4
"['sever', 'shot', 'rang', 'out', 'in', 'the', 'dark', 'but', 'onli', 'one', 'gator', 'had', 'been', 'kill', 'by', 'pm']","['sever', 'shot', 'rang', 'out', 'wednesday', 'night', 'but', 'no', 'gator', 'were', 'kill', 'then']",2.4
"['the', 'broader', 'standard', 'poor', 'index', 'spx', 'wa', 'point', 'lower', 'or', 'percent', 'at']","['the', 'technologylac', 'nasdaq', 'composit', 'index', 'ixic', 'wa', 'up', 'point', 'or', 'percent', 'at']",0.889
"['republican', 'had', 'pledg', 'to', 'complet', 'a', 'medicar', 'drug', 'packag', 'by', 'august', 'then', 'extend', 'the', 'deadlin', 'to', 'oct', 'and', 'they', 'are', 'still', 'work', 'on', 'it']","['republican', 'had', 'pledg', 'to', 'complet', 'a', 'medicar', 'drug', 'packag', 'by', 'august', 'then', 'extend', 'it', 'to', 'oct']",4.75
"['the', 'index', 'which', 'measur', 'activ', 'in', 'the', 'servic', 'sector', 'climb', 'to', 'last', 'month', 'from', 'in', 'march']","['the', 'unk', 'unk', 'report', 'monday', 'that', 'it', 'nonmanufactur', 'index', 'rose', 'to', 'last', 'month', 'from', 'in', 'march']",3.5
